wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
34,anfis,1,0.750801079116886,0.06576323649420342,0.5067720090293454,0.3256172839506173,0.2790562326985377,0.8862088619567199,0.2692307692307692,-0.20943562610229283
34,har,1,0.589109728569069,0.0,0.5,0.683641975308642,0.015333183649621107,0.9976445850795908,0.7403846153846154,0.0766394099727433
34,garch,1,0.5686285305290977,0.17509762452067082,0.542553542916919,0.7006172839506173,0.04061040259202375,0.810661489714445,0.7403846153846154,0.05371172037838708
34,majority,1,0.5,0.0,0.5,0.683641975308642,0.31635802469135804,1.0,0.7403846153846154,0.0
35,tcn,1,0.6597656694346492,0.27267863009233706,0.6357922875668297,0.7043269230769231,0.12117707485165924,0.5531554313493726,0.7586805555555556,0.07164231649357504
35,anfis,1,0.6752198821915598,0.0896300196220454,0.520385932150638,0.3271604938271605,0.2981084604046227,0.879851964622881,0.26282051282051283,-0.24480578139114723
35,har,1,0.5517515648234602,0.0,0.5,0.7083333333333334,0.03929757956314445,0.9985929337177549,0.8108974358974359,0.12648221343873514
35,garch,1,0.5562817719680464,0.0,0.5,0.7083333333333334,0.033184767794262514,0.968074396364568,0.8108974358974359,0.12648221343873514
35,majority,1,0.5,0.0,0.5,0.7083333333333334,0.2916666666666667,1.0,0.8108974358974359,0.0
36,tcn,1,0.6371017156862745,0.18279892631808112,0.5952478213507625,0.6017628205128205,0.15026196835037223,0.8609643328674184,0.5607638888888888,-0.07311264586806387
36,anfis,1,0.6296189128943759,-0.10981515925511534,0.48495370370370366,0.3256172839506173,0.27308442211353484,0.886540140803832,0.2724358974358974,-0.19520697167756004
36,har,1,0.4540144890260631,0.0,0.5,0.6666666666666666,0.0008587845284159235,0.9999256829425361,0.7307692307692307,0.08771929824561403
36,garch,1,0.5826260288065843,0.0,0.5,0.6666666666666666,0.03356573675456615,0.9843941916675716,0.7307692307692307,0.08771929824561403
36,majority,1,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,1.0,0.7307692307692307,0.0
37,tcn,0,0.660078125,0.22021104638264155,0.6094196428571428,0.6434294871794872,0.09389620375795624,0.7254665639379787,0.7552083333333333,0.14801061007957544
37,anfis,0,0.6480072922469237,0.0231592130734169,0.504324707550514,0.3904320987654321,0.22606894797013133,0.8550331817991048,0.23717948717948717,-0.6461461461461463
